,vix,spx
2007-05-22,13.06,6089.72021484375
2007-05-23,13.24,6120.2001953125
2007-05-24,14.08,6048.31005859375
2007-05-25,13.34,6057.490234375
2007-05-29,13.53,6056.39013671875
2007-05-30,12.83,6042.14990234375
2007-05-31,13.05,6104.0
2007-06-01,12.78,6168.14990234375
2007-06-04,13.29,6125.81005859375
2007-06-05,13.63,6078.5400390625
2007-06-06,14.87,5977.8701171875
2007-06-07,17.06,5890.490234375
2007-06-08,14.84,5883.2900390625
2007-06-11,14.71,5940.08984375
2007-06-12,16.67,5898.16015625
2007-06-13,14.73,5934.27001953125
2007-06-14,13.64,6047.22998046875
2007-06-15,13.94,6105.27978515625
2007-06-18,13.42,6087.14990234375
2007-06-19,12.85,6071.669921875
2007-06-20,14.67,6093.2900390625
2007-06-21,14.21,6029.7900390625
2007-06-22,15.75,6023.25
2007-06-25,16.65,6002.85009765625
2007-06-26,18.89,5953.35986328125
2007-06-27,15.53,5941.669921875
2007-06-28,15.54,6006.31005859375
2007-06-29,16.23,6054.93017578125
2007-07-02,15.4,6026.9501953125
2007-07-03,14.92,6069.83984375
2007-07-05,15.48,6059.52978515625
2007-07-06,14.72,6102.68994140625
2007-07-09,15.16,6104.66015625
2007-07-10,17.57,6019.22021484375
2007-07-11,16.64,6001.08984375
2007-07-12,15.54,6103.0498046875
2007-07-13,15.15,6117.9599609375
2007-07-16,15.59,6125.60009765625
2007-07-17,15.63,6099.2099609375
2007-07-18,16.0,5995.97021484375
2007-07-19,15.23,6065.5
2007-07-20,16.95,5957.16015625
2007-07-23,16.81,6009.16015625
2007-07-24,18.55,5907.47021484375
2007-07-25,18.1,5837.10986328125
2007-07-26,20.74,5675.0498046875
2007-07-27,24.17,5643.9599609375
2007-07-30,20.87,5646.35986328125
2007-07-31,23.52,5751.080078125
2007-08-01,23.67,5654.2998046875
2007-08-02,21.22,5682.06982421875
2007-08-03,25.16,5597.89013671875
2007-08-06,22.94,5532.990234375
2007-08-07,21.56,5620.39990234375
2007-08-08,21.45,5749.2900390625
2007-08-09,26.48,5624.77978515625
2007-08-10,28.3,5448.6298828125
2007-08-13,26.57,5569.27978515625
2007-08-14,27.68,5478.66015625
2007-08-15,30.67,5442.72021484375
2007-08-16,30.83,5265.47021484375
2007-08-17,29.99,5363.6298828125
2007-08-20,26.33,5399.3798828125
2007-08-21,25.25,5418.77978515625
2007-08-22,22.89,5518.169921875
2007-08-23,22.62,5523.330078125
2007-08-24,20.72,5569.3798828125
2007-08-27,22.72,5590.5400390625
2007-08-28,26.3,5474.169921875
2007-08-29,23.81,5520.02001953125
2007-08-30,25.06,5592.52978515625
2007-08-31,23.38,5662.7001953125
2007-09-04,22.78,5672.72021484375
2007-09-05,24.58,5551.5498046875
2007-09-06,23.99,5576.6201171875
2007-09-07,26.23,5430.10009765625
2007-09-10,27.38,5386.43017578125
2007-09-11,25.27,5478.93994140625
2007-09-12,24.96,5508.009765625
2007-09-13,24.76,5565.97021484375
2007-09-14,24.92,5538.919921875
2007-09-17,26.48,5439.3701171875
2007-09-18,20.35,5549.35009765625
2007-09-19,20.03,5730.81982421875
2007-09-20,20.45,5688.759765625
2007-09-21,19.0,5700.64990234375
2007-09-24,19.37,5692.490234375
2007-09-25,18.6,5641.58984375
2007-09-26,17.63,5690.77001953125
2007-09-27,17.0,5733.3701171875
2007-09-28,18.0,5715.68994140625
2007-10-01,17.84,5773.259765625
2007-10-02,18.49,5799.27001953125
2007-10-03,18.8,5806.18017578125
2007-10-04,18.44,5804.39013671875
2007-10-05,16.91,5843.240234375
2007-10-08,17.46,5829.39990234375
2007-10-09,16.12,5861.93017578125
2007-10-10,16.67,5838.490234375
2007-10-11,18.88,5862.830078125
2007-10-12,17.73,5843.9501953125
2007-10-15,19.25,5807.43994140625
2007-10-16,20.02,5774.35986328125
2007-10-17,18.54,5818.7998046875
2007-10-18,18.5,5767.240234375
2007-10-19,22.96,5740.47998046875
2007-10-22,21.64,5661.27001953125
2007-10-23,20.41,5705.0498046875
2007-10-24,20.8,5674.669921875
2007-10-25,21.17,5760.2998046875
2007-10-26,19.56,5794.8701171875
2007-10-29,19.87,5836.18994140625
2007-10-30,21.07,5803.93017578125
2007-10-31,18.53,5847.9501953125
2007-11-01,23.21,5730.919921875
2007-11-02,23.01,5720.419921875
2007-11-05,24.31,5684.6201171875
2007-11-06,21.39,5709.419921875
2007-11-07,26.49,5683.22021484375
2007-11-08,26.16,5631.6298828125
2007-11-09,28.5,5524.18017578125
2007-11-12,31.09,5535.56005859375
2007-11-13,24.1,5538.91015625
2007-11-14,25.94,5613.60009765625
2007-11-15,28.06,5561.1298828125
2007-11-16,25.49,5523.6298828125
2007-11-19,26.01,5432.56982421875
2007-11-20,24.88,5506.68017578125
2007-11-21,26.84,5381.2998046875
2007-11-23,25.61,5521.169921875
2007-11-26,28.91,5458.39013671875
2007-11-27,26.28,5434.169921875
2007-11-28,24.11,5561.2099609375
2007-11-29,23.97,5598.10986328125
2007-11-30,22.87,5670.56982421875
2007-12-03,23.61,5629.4599609375
2007-12-04,23.79,5547.2099609375
2007-12-05,22.53,5659.06982421875
2007-12-06,20.96,5673.759765625
2007-12-07,20.85,5718.75
2007-12-10,20.74,5750.919921875
2007-12-11,23.59,5724.759765625
2007-12-12,22.47,5743.31982421875
2007-12-13,22.56,5590.91015625
2007-12-14,23.27,5605.35986328125
2007-12-17,24.52,5514.8798828125
2007-12-18,22.64,5509.3701171875
2007-12-19,21.68,5497.419921875
2007-12-20,20.58,5511.4501953125
2007-12-21,18.47,5602.77001953125
2007-12-24,18.6,5614.27978515625
2007-12-27,20.26,5627.47998046875
2007-12-28,20.74,5627.25
2007-12-31,22.5,5614.080078125
2008-01-02,23.17,5550.35986328125
2008-01-03,22.49,5546.080078125
2008-01-04,23.94,5446.7900390625
2008-01-07,23.79,5452.830078125
2008-01-08,25.43,5495.669921875
2008-01-09,24.12,5435.419921875
2008-01-10,23.45,5400.43017578125
2008-01-11,23.68,5371.41015625
2008-01-14,22.9,5403.509765625
2008-01-15,23.34,5250.81982421875
2008-01-16,24.38,5225.39013671875
2008-01-17,28.46,5157.08984375
2008-01-18,27.18,5092.39990234375
2008-01-22,31.01,4842.5400390625
2008-01-23,29.02,4636.759765625
2008-01-24,27.78,4915.2900390625
2008-01-25,29.08,4878.1201171875
2008-01-28,27.78,4848.2998046875
2008-01-29,27.32,4941.4501953125
2008-01-30,27.62,4873.56982421875
2008-01-31,26.2,4869.7900390625
2008-02-01,24.02,4978.06005859375
2008-02-04,25.99,4973.64013671875
2008-02-05,28.24,4776.85986328125
2008-02-06,28.97,4816.43017578125
2008-02-07,27.66,4723.7998046875
2008-02-08,28.01,4709.64990234375
2008-02-11,27.6,4682.7001953125
2008-02-12,26.33,4840.7099609375
2008-02-13,24.88,4855.39990234375
2008-02-14,25.54,4858.64990234375
2008-02-15,25.02,4771.7900390625
2008-02-19,25.59,4885.830078125
2008-02-20,24.4,4812.81005859375
2008-02-21,25.12,4858.85009765625
2008-02-22,24.06,4824.5498046875
2008-02-25,23.03,4919.259765625
2008-02-26,21.9,4973.06982421875
2008-02-27,22.69,4968.81982421875
2008-02-28,23.53,4865.22998046875
2008-02-29,26.54,4790.66015625
2008-03-03,26.28,4742.66015625
2008-03-04,25.52,4675.91015625
2008-03-05,24.6,4756.419921875
2008-03-06,27.55,4678.0498046875
2008-03-07,27.49,4618.9599609375
2008-03-10,29.38,4566.990234375
2008-03-11,26.36,4627.68994140625
2008-03-12,27.22,4697.10009765625
2008-03-13,27.29,4630.18994140625
2008-03-14,31.16,4592.14990234375
2008-03-17,32.24,4431.0400390625
2008-03-18,25.79,4582.58984375
2008-03-19,29.84,4555.9501953125
2008-03-20,26.62,4533.72021484375
2008-03-25,25.72,4692.0
2008-03-26,26.08,4676.68017578125
2008-03-27,25.88,4719.52978515625
2008-03-28,25.71,4695.919921875
2008-03-31,25.61,4707.06982421875
2008-04-01,22.68,4866.0
2008-04-02,23.43,4911.97021484375
2008-04-03,23.21,4887.8701171875
2008-04-04,22.45,4900.8798828125
2008-04-07,22.42,4944.60009765625
2008-04-08,22.36,4912.68994140625
2008-04-09,22.81,4874.97021484375
2008-04-10,21.98,4859.419921875
2008-04-11,23.46,4797.93017578125
2008-04-14,23.82,4766.490234375
2008-04-15,22.78,4780.68017578125
2008-04-16,20.53,4855.10009765625
2008-04-17,20.37,4862.14013671875
2008-04-18,20.13,4961.68994140625
2008-04-21,20.5,4910.35009765625
2008-04-22,20.87,4872.64013671875
2008-04-23,20.26,4944.64990234375
2008-04-24,20.06,4929.5498046875
2008-04-25,19.59,4978.2099609375
2008-04-28,19.64,5012.75
2008-04-29,20.24,4977.10009765625
2008-04-30,20.79,4996.5400390625
2008-05-02,18.18,5069.7099609375
2008-05-05,18.9,5063.35986328125
2008-05-06,18.21,5040.919921875
2008-05-07,19.73,5075.31005859375
2008-05-08,19.4,5055.580078125
2008-05-09,19.41,4960.56005859375
2008-05-12,17.79,4976.2099609375
2008-05-13,17.98,4998.669921875
2008-05-14,17.66,5055.240234375
2008-05-15,16.3,5057.509765625
2008-05-16,16.47,5078.0400390625
2008-05-19,17.01,5142.10009765625
2008-05-20,17.58,5054.8798828125
2008-05-21,18.59,5027.5498046875
2008-05-22,18.05,5028.740234375
2008-05-23,19.55,4933.77001953125
2008-05-27,19.64,4906.56005859375
2008-05-28,19.07,4971.10986328125
2008-05-29,18.14,4975.89990234375
2008-05-30,17.83,5014.27978515625
2008-06-02,19.83,4935.2099609375
2008-06-03,20.24,4983.7099609375
2008-06-04,20.8,4915.06982421875
2008-06-05,18.63,4907.06005859375
2008-06-06,23.56,4795.31982421875
2008-06-09,23.12,4799.3798828125
2008-06-10,23.18,4761.080078125
2008-06-11,24.12,4660.91015625
2008-06-12,23.33,4672.2998046875
2008-06-13,21.22,4682.2998046875
2008-06-16,20.95,4657.740234375
2008-06-17,21.13,4686.330078125
2008-06-18,22.24,4618.75
2008-06-19,21.58,4591.39013671875
2008-06-20,22.87,4509.27001953125
2008-06-23,22.64,4511.3701171875
2008-06-24,22.42,4473.759765625
2008-06-25,21.14,4536.2900390625
2008-06-26,23.93,4426.18994140625
2008-06-27,23.44,4397.31982421875
2008-06-30,23.95,4434.85009765625
2008-07-01,23.65,4341.2099609375
2008-07-02,25.92,4296.47998046875
2008-07-03,24.8,4343.990234375
2008-07-07,25.78,4342.58984375
2008-07-08,23.15,4275.60986328125
2008-07-09,25.23,4339.66015625
2008-07-10,25.59,4231.56005859375
2008-07-11,27.49,4100.64013671875
2008-07-14,28.48,4142.52978515625
2008-07-15,28.54,4061.14990234375
2008-07-16,25.1,4112.4501953125
2008-07-17,25.01,4225.990234375
2008-07-18,24.05,4299.35986328125
2008-07-21,23.05,4327.14013671875
2008-07-22,21.18,4327.259765625
2008-07-23,21.31,4408.740234375
2008-07-24,23.44,4347.990234375
2008-07-25,22.91,4377.18017578125
2008-07-28,24.23,4324.4501953125
2008-07-29,22.03,4320.490234375
2008-07-30,21.21,4400.5498046875
2008-07-31,22.94,4392.35986328125
2008-08-01,22.57,4314.33984375
2008-08-04,23.49,4280.6298828125
2008-08-05,21.14,4386.35009765625
2008-08-06,20.23,4448.330078125
2008-08-07,21.15,4457.43017578125
2008-08-08,20.66,4491.85009765625
2008-08-11,20.12,4538.490234375
2008-08-12,21.17,4518.47998046875
2008-08-13,21.55,4402.97021484375
2008-08-14,20.34,4420.91015625
2008-08-15,19.58,4453.6201171875
2008-08-18,20.98,4448.83984375
2008-08-19,21.28,4332.7900390625
2008-08-20,20.42,4365.8701171875
2008-08-21,19.82,4304.60986328125
2008-08-22,18.81,4400.4501953125
2008-08-25,20.97,4355.8701171875
2008-08-26,20.49,4368.5498046875
2008-08-27,19.76,4373.080078125
2008-08-28,19.43,4461.490234375
2008-08-29,20.65,4482.60009765625
2008-09-02,21.99,4539.06982421875
2008-09-03,21.43,4447.1298828125
2008-09-04,24.03,4304.009765625
2008-09-05,23.06,4196.66015625
2008-09-08,22.64,4340.18017578125
2008-09-09,25.47,4293.33984375
2008-09-10,24.52,4283.66015625
2008-09-11,24.39,4249.06982421875
2008-09-12,25.66,4332.66015625
2008-09-15,31.7,4168.97021484375
2008-09-16,31.54,4087.39990234375
2008-09-17,36.22,4000.110107421875
2008-09-18,33.1,3957.860107421875
2008-09-19,32.07,4324.8701171875
2008-09-22,33.85,4223.509765625
2008-09-23,35.72,4139.81982421875
2008-09-24,35.19,4114.5400390625
2008-09-25,32.82,4226.81005859375
2008-09-26,34.74,4163.3798828125
2008-09-29,46.72,3953.47998046875
2008-09-30,39.39,4032.10009765625
2008-10-01,39.81,4054.5400390625
2008-10-02,45.26,3963.280029296875
2008-10-03,45.14,4080.75
2008-10-06,52.05,3711.97998046875
2008-10-07,53.68,3732.219970703125
2008-10-08,57.53,3496.889892578125
2008-10-09,63.92,3442.699951171875
2008-10-10,69.95,3176.489990234375
2008-10-13,54.99,3531.5
2008-10-14,55.13,3628.52001953125
2008-10-15,69.25,3381.070068359375
2008-10-16,67.61,3181.0
2008-10-17,70.33,3329.919921875
2008-10-20,52.97,3448.510009765625
2008-10-21,53.11,3475.39990234375
2008-10-22,69.65,3298.179931640625
2008-10-23,67.8,3310.8701171875
2008-10-24,79.13,3193.7900390625
2008-10-27,80.06,3067.35009765625
2008-10-28,66.96,3114.919921875
2008-10-29,69.96,3402.570068359375
2008-10-30,62.9,3407.820068359375
2008-10-31,59.89,3487.070068359375
2008-11-03,53.68,3527.969970703125
2008-11-04,47.73,3691.090087890625
2008-11-05,54.56,3618.110107421875
2008-11-06,63.68,3387.25
2008-11-07,56.1,3469.1201171875
2008-11-10,59.98,3505.75
2008-11-11,61.44,3336.409912109375
2008-11-12,66.46,3233.9599609375
2008-11-13,59.83,3269.4599609375
2008-11-14,66.31,3291.469970703125
2008-11-17,69.15,3182.030029296875
2008-11-18,67.64,3217.39990234375
2008-11-19,74.26,3087.889892578125
2008-11-20,80.86,2980.419921875
2008-11-21,72.67,2881.260009765625
2008-11-24,64.7,3172.110107421875
2008-11-25,60.9,3209.56005859375
2008-11-26,54.92,3169.85009765625
2008-11-28,55.84,3262.679931640625
2008-12-01,68.51,3080.429931640625
2008-12-02,62.98,3152.89990234375
2008-12-03,60.72,3166.64990234375
2008-12-04,63.64,3161.159912109375
2008-12-05,59.93,2988.010009765625
2008-12-08,58.49,3247.47998046875
2008-12-09,58.91,3297.800048828125
2008-12-10,55.73,3320.31005859375
2008-12-11,55.78,3306.1298828125
2008-12-12,54.28,3213.60009765625
2008-12-15,56.76,3185.659912109375
2008-12-16,51.29,3251.659912109375
2008-12-17,49.84,3241.919921875
2008-12-18,47.34,3234.14990234375
2008-12-19,44.93,3225.89990234375
2008-12-22,44.56,3151.360107421875
2008-12-23,45.02,3128.409912109375
2008-12-24,44.21,3116.2099609375
2008-12-29,43.9,3130.719970703125
2008-12-30,41.63,3217.1298828125
2008-12-31,40.0,3217.969970703125
2009-01-02,39.19,3349.68994140625
2009-01-05,39.08,3359.919921875
2009-01-06,38.56,3396.219970703125
2009-01-07,43.39,3346.090087890625
2009-01-08,42.56,3324.330078125
2009-01-09,42.82,3299.5
2009-01-12,45.84,3246.1201171875
2009-01-13,43.27,3197.889892578125
2009-01-14,49.14,3052.0
2009-01-15,51.0,2995.8798828125
2009-01-16,46.11,3016.75
2009-01-20,56.65,2925.280029296875
2009-01-21,46.42,2905.570068359375
2009-01-22,47.29,2869.6201171875
2009-01-23,47.27,2849.139892578125
2009-01-26,45.69,2955.3701171875
2009-01-27,42.25,2954.530029296875
2009-01-28,39.66,3076.010009765625
2009-01-29,42.63,3009.75
2009-01-30,44.84,2973.919921875
2009-02-02,45.52,2930.050048828125
2009-02-03,43.06,2982.389892578125
2009-02-04,43.85,3068.989990234375
2009-02-05,43.73,3066.2900390625
2009-02-06,43.37,3122.7900390625
2009-02-09,43.64,3134.8701171875
2009-02-10,46.67,3020.75
2009-02-11,44.53,3027.719970703125
2009-02-12,41.25,2964.340087890625
2009-02-13,42.93,2997.860107421875
2009-02-17,48.66,2875.22998046875
2009-02-18,48.46,2874.070068359375
2009-02-19,47.08,2872.60009765625
2009-02-20,49.3,2750.550048828125
2009-02-23,52.62,2727.8701171875
2009-02-24,45.49,2708.050048828125
2009-02-25,44.67,2696.919921875
2009-02-26,44.66,2744.840087890625
2009-02-27,46.35,2702.47998046875
2009-03-02,52.65,2581.4599609375
2009-03-03,50.93,2554.550048828125
2009-03-04,47.56,2675.679931640625
2009-03-05,50.17,2569.6298828125
2009-03-06,49.33,2534.449951171875
2009-03-09,49.68,2519.2900390625
2009-03-10,44.37,2663.679931640625
2009-03-11,43.61,2674.199951171875
2009-03-12,41.18,2694.25
2009-03-13,42.36,2705.6298828125
2009-03-16,43.74,2791.659912109375
2009-03-17,40.8,2767.280029296875
2009-03-18,40.06,2760.340087890625
2009-03-19,43.68,2776.989990234375
2009-03-20,45.89,2791.139892578125
2009-03-23,43.23,2869.570068359375
2009-03-24,42.93,2874.389892578125
2009-03-25,42.25,2893.449951171875
2009-03-26,40.36,2892.070068359375
2009-03-27,41.04,2840.6201171875
2009-03-30,45.54,2719.340087890625
2009-03-31,44.14,2807.340087890625
2009-04-01,42.28,2839.610107421875
2009-04-02,42.04,2992.06005859375
2009-04-03,39.7,2958.739990234375
2009-04-06,40.93,2929.75
2009-04-07,40.39,2902.31005859375
2009-04-08,38.85,2921.06005859375
2009-04-09,36.53,2974.179931640625
2009-04-14,37.67,3000.219970703125
2009-04-15,36.17,2985.739990234375
2009-04-16,35.79,3038.179931640625
2009-04-17,33.94,3091.9599609375
2009-04-20,39.18,2969.39990234375
2009-04-21,37.14,2973.93994140625
2009-04-22,38.1,3025.239990234375
2009-04-23,37.15,3008.6201171875
2009-04-24,36.82,3102.85009765625
2009-04-27,38.32,3102.429931640625
2009-04-28,37.95,3051.02001953125
2009-04-29,36.08,3116.93994140625
2009-04-30,36.5,3159.85009765625
2009-05-04,34.53,3237.969970703125
2009-05-05,33.36,3225.0
2009-05-06,32.45,3283.510009765625
2009-05-07,33.44,3251.52001953125
2009-05-08,32.05,3312.590087890625
2009-05-11,32.87,3248.669921875
2009-05-12,31.8,3231.10009765625
2009-05-13,33.65,3152.89990234375
2009-05-14,31.37,3156.2900390625
2009-05-15,33.12,3169.050048828125
2009-05-18,30.24,3245.389892578125
2009-05-19,28.8,3274.9599609375
2009-05-20,29.03,3303.3701171875
2009-05-21,31.35,3217.409912109375
2009-05-22,32.63,3227.969970703125
2009-05-26,30.62,3270.090087890625
2009-05-27,32.36,3294.860107421875
2009-05-28,31.67,3263.699951171875
2009-05-29,28.92,3277.64990234375
2009-06-01,30.04,3379.489990234375
2009-06-02,29.63,3378.0400390625
2009-06-03,31.02,3309.64990234375
2009-06-04,30.18,3312.030029296875
2009-06-05,29.62,3339.050048828125
2009-06-08,29.77,3289.659912109375
2009-06-09,28.27,3296.72998046875
2009-06-10,28.46,3315.27001953125
2009-06-11,28.11,3334.93994140625
2009-06-12,28.15,3326.139892578125
2009-06-15,30.81,3219.580078125
2009-06-16,32.68,3213.949951171875
2009-06-17,31.54,3161.139892578125
2009-06-18,30.03,3194.06005859375
2009-06-19,27.99,3221.27001953125
2009-06-22,31.17,3123.25
2009-06-23,30.58,3116.820068359375
2009-06-24,29.05,3184.760009765625
2009-06-25,26.36,3163.10009765625
2009-06-26,25.93,3129.72998046875
2009-06-29,25.35,3193.679931640625
2009-06-30,26.35,3140.43994140625
2009-07-01,26.22,3217.0
2009-07-02,27.95,3116.409912109375
2009-07-06,29.0,3082.159912109375
2009-07-07,30.85,3048.570068359375
2009-07-08,31.3,3009.7099609375
2009-07-09,29.78,3025.93994140625
2009-07-10,29.02,2983.10009765625
2009-07-13,26.31,3052.080078125
2009-07-14,25.02,3081.8701171875
2009-07-15,25.89,3171.27001953125
2009-07-16,25.42,3199.679931640625
2009-07-17,24.34,3218.4599609375
2009-07-20,24.4,3270.93994140625
2009-07-21,23.87,3302.889892578125
2009-07-22,23.47,3305.070068359375
2009-07-23,23.43,3373.719970703125
2009-07-24,23.09,3366.449951171875
2009-07-27,24.28,3372.360107421875
2009-07-28,25.01,3330.969970703125
2009-07-29,25.61,3365.6201171875
2009-07-30,25.4,3435.489990234375
2009-07-31,25.92,3426.27001953125
2009-08-03,25.56,3477.800048828125
2009-08-04,24.89,3476.3701171875
2009-08-05,24.9,3458.530029296875
2009-08-06,25.67,3477.830078125
2009-08-07,24.76,3521.139892578125
2009-08-10,24.99,3504.5400390625
2009-08-11,25.99,3456.179931640625
2009-08-12,25.45,3507.239990234375
2009-08-13,24.71,3524.389892578125
2009-08-14,24.27,3495.27001953125
2009-08-17,27.89,3419.68994140625
2009-08-18,26.18,3450.68994140625
2009-08-19,26.26,3450.340087890625
2009-08-20,25.09,3505.320068359375
2009-08-21,25.01,3615.81005859375
2009-08-24,25.14,3652.169921875
2009-08-25,24.92,3680.610107421875
2009-08-26,24.95,3668.340087890625
2009-08-27,24.68,3648.530029296875
2009-08-28,24.76,3693.139892578125
2009-08-31,26.01,3653.5400390625
2009-09-01,29.15,3583.43994140625
2009-09-02,28.9,3573.1298828125
2009-09-03,27.1,3553.510009765625
2009-09-04,25.26,3598.760009765625
2009-09-08,25.62,3660.9599609375
2009-09-09,24.32,3707.68994140625
2009-09-10,23.55,3705.8701171875
2009-09-11,24.15,3734.889892578125
2009-09-14,23.86,3730.610107421875
2009-09-15,23.42,3752.2099609375
2009-09-16,23.69,3813.7900390625
2009-09-17,23.65,3835.27001953125
2009-09-18,23.92,3827.840087890625
2009-09-21,24.06,3812.159912109375
2009-09-22,23.08,3823.52001953125
2009-09-23,23.49,3821.7900390625
2009-09-24,24.95,3758.360107421875
2009-09-25,25.61,3739.139892578125
2009-09-28,24.88,3825.0
2009-09-29,25.19,3814.10009765625
2009-09-30,25.61,3795.409912109375
2009-10-01,28.27,3720.77001953125
2009-10-02,28.68,3649.89990234375
2009-10-05,26.84,3675.010009765625
2009-10-06,25.7,3770.2099609375
2009-10-07,24.68,3756.409912109375
2009-10-08,24.18,3806.81005859375
2009-10-09,23.12,3799.610107421875
2009-10-12,23.01,3845.800048828125
2009-10-13,22.99,3801.389892578125
2009-10-14,22.86,3882.669921875
2009-10-15,21.72,3883.830078125
2009-10-16,21.43,3827.60009765625
2009-10-19,21.49,3892.360107421875
2009-10-20,20.9,3871.449951171875
2009-10-21,22.22,3873.219970703125
2009-10-22,20.69,3820.85009765625
2009-10-23,22.27,3808.239990234375
2009-10-26,24.31,3744.449951171875
2009-10-27,24.83,3743.949951171875
2009-10-28,27.91,3663.780029296875
2009-10-29,24.76,3714.02001953125
2009-10-30,30.69,3607.68994140625
2009-11-02,29.78,3639.4599609375
2009-11-03,28.81,3584.25
2009-11-04,27.72,3670.330078125
2009-11-05,25.43,3708.72998046875
2009-11-06,24.19,3707.2900390625
2009-11-09,23.15,3785.489990234375
2009-11-10,22.84,3785.590087890625
2009-11-11,23.04,3814.389892578125
2009-11-12,24.24,3808.070068359375
2009-11-13,23.36,3806.010009765625
2009-11-16,22.89,3863.159912109375
2009-11-17,22.41,3829.06005859375
2009-11-18,21.63,3828.159912109375
2009-11-19,22.63,3760.219970703125
2009-11-20,22.19,3729.360107421875
2009-11-23,21.16,3813.169921875
2009-11-24,20.47,3784.6201171875
2009-11-25,20.48,3809.159912109375
2009-11-27,24.85,3721.449951171875
2009-11-30,24.51,3680.14990234375
2009-12-01,21.92,3775.739990234375
2009-12-02,21.12,3795.919921875
2009-12-03,22.46,3799.110107421875
2009-12-04,21.25,3846.6201171875
2009-12-07,22.1,3840.050048828125
2009-12-08,23.69,3785.300048828125
2009-12-09,22.66,3757.389892578125
2009-12-10,22.32,3798.3798828125
2009-12-11,21.59,3803.719970703125
2009-12-14,21.15,3830.43994140625
2009-12-15,21.49,3834.090087890625
2009-12-16,20.54,3875.820068359375
2009-12-17,22.51,3830.820068359375
2009-12-18,21.68,3794.43994140625
2009-12-21,20.49,3872.06005859375
2009-12-22,19.54,3898.3798828125
2009-12-23,19.71,3910.75
2009-12-24,19.47,3912.72998046875
2009-12-28,19.93,3947.14990234375
2009-12-29,20.01,3959.97998046875
2009-12-30,19.96,3935.5
2009-12-31,21.68,3936.330078125
2010-01-04,20.04,4013.969970703125
2010-01-05,19.35,4012.909912109375
2010-01-06,19.16,4017.669921875
2010-01-07,19.06,4024.800048828125
2010-01-08,18.13,4045.139892578125
2010-01-11,17.55,4043.090087890625
2010-01-12,18.25,4000.050048828125
2010-01-13,17.85,4000.860107421875
2010-01-14,17.63,4015.77001953125
2010-01-15,17.91,3954.3798828125
2010-01-19,17.58,4009.669921875
2010-01-20,18.68,3928.949951171875
2010-01-21,22.27,3862.159912109375
2010-01-22,27.31,3820.780029296875
2010-01-25,25.41,3781.85009765625
2010-01-26,24.55,3807.0400390625
2010-01-27,23.14,3759.800048828125
2010-01-28,23.73,3688.7900390625
2010-01-29,24.62,3739.4599609375
2010-02-01,22.59,3762.010009765625
2010-02-02,21.48,3812.1298828125
2010-02-03,21.6,3793.469970703125
2010-02-04,26.08,3689.25
2010-02-05,26.11,3563.760009765625
2010-02-08,26.51,3607.27001953125
2010-02-09,26.0,3612.760009765625
2010-02-10,25.4,3635.610107421875
2010-02-11,23.96,3616.75
2010-02-12,22.73,3599.070068359375
2010-02-16,22.25,3669.0400390625
2010-02-17,21.72,3725.2099609375
2010-02-18,20.63,3747.830078125
2010-02-19,20.02,3769.5400390625
2010-02-22,19.94,3756.699951171875
2010-02-23,21.37,3707.06005859375
2010-02-24,20.27,3715.679931640625
2010-02-25,20.1,3640.77001953125
2010-02-26,19.5,3708.800048828125
2010-03-01,19.26,3769.5400390625
2010-03-02,19.06,3811.919921875
2010-03-03,18.83,3842.52001953125
2010-03-04,18.72,3828.409912109375
2010-03-05,17.42,3910.419921875
2010-03-08,17.79,3903.5400390625
2010-03-09,17.92,3910.010009765625
2010-03-10,18.57,3943.550048828125
2010-03-11,18.06,3928.949951171875
2010-03-12,17.58,3927.39990234375
2010-03-15,18.0,3890.909912109375
2010-03-16,17.69,3938.949951171875
2010-03-17,16.91,3957.889892578125
2010-03-18,16.62,3938.179931640625
2010-03-19,16.97,3925.43994140625
2010-03-22,16.87,3928.0
2010-03-23,16.35,3952.550048828125
2010-03-24,17.55,3949.81005859375
2010-03-25,18.4,4000.47998046875
2010-03-26,17.77,3988.929931640625
2010-03-29,17.59,4000.659912109375
2010-03-30,17.13,3987.409912109375
2010-03-31,17.59,3974.010009765625
2010-04-01,17.47,4034.22998046875
2010-04-06,16.23,4053.93994140625
2010-04-07,16.62,4026.969970703125
2010-04-08,16.48,3978.4599609375
2010-04-09,16.14,4050.5400390625
2010-04-12,15.58,4050.5
2010-04-13,16.2,4031.989990234375
2010-04-14,15.59,4057.699951171875
2010-04-15,15.89,4065.64990234375
2010-04-16,18.36,3986.6298828125
2010-04-19,17.34,3970.469970703125
2010-04-20,15.73,4026.64990234375
2010-04-21,16.32,3977.669921875
2010-04-22,16.47,3924.64990234375
2010-04-23,16.62,3951.300048828125
2010-04-26,17.47,3997.389892578125
2010-04-27,22.81,3844.60009765625
2010-04-28,21.08,3787.0
2010-04-29,18.44,3840.6201171875
2010-04-30,22.05,3816.989990234375
2010-05-03,20.19,3828.4599609375
2010-05-04,23.84,3689.2900390625
2010-05-05,24.91,3636.030029296875
2010-05-06,32.8,3556.110107421875
2010-05-07,40.95,3392.590087890625
2010-05-10,28.84,3720.2900390625
2010-05-11,28.32,3693.199951171875
2010-05-12,25.52,3733.8701171875
2010-05-13,26.68,3731.5400390625
2010-05-14,31.24,3560.360107421875
2010-05-17,30.84,3543.550048828125
2010-05-18,33.55,3617.320068359375
